"s1","concat_ws","customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active"
Jeffrey.spear,Sakilacustomer.org,328,2,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,333,true,2006-02-14,2006-02-15 04:57:20.000,1
Frank.waggoner,Sakilacustomer.org,329,2,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,true,2006-02-14,2006-02-15 04:57:20.000,1
Scott.shelley,Sakilacustomer.org,330,1,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,335,true,2006-02-14,2006-02-15 04:57:20.000,1
Eric.robert,Sakilacustomer.org,331,1,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,336,true,2006-02-14,2006-02-15 04:57:20.000,1
Stephen.qualls,Sakilacustomer.org,332,1,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,337,true,2006-02-14,2006-02-15 04:57:20.000,1
Andrew.purdy,Sakilacustomer.org,333,2,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,338,true,2006-02-14,2006-02-15 04:57:20.000,1
Raymond.mcwhorter,Sakilacustomer.org,334,2,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,339,true,2006-02-14,2006-02-15 04:57:20.000,1
Gregory.mauldin,Sakilacustomer.org,335,1,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,340,true,2006-02-14,2006-02-15 04:57:20.000,1
Joshua.mark,Sakilacustomer.org,336,1,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,341,true,2006-02-14,2006-02-15 04:57:20.000,1
Jerry.jordon,Sakilacustomer.org,337,1,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,true,2006-02-14,2006-02-15 04:57:20.000,1
Dennis.gilman,Sakilacustomer.org,338,1,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,343,true,2006-02-14,2006-02-15 04:57:20.000,1
Walter.perryman,Sakilacustomer.org,339,2,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,344,true,2006-02-14,2006-02-15 04:57:20.000,1
Patrick.newsom,Sakilacustomer.org,340,1,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,345,true,2006-02-14,2006-02-15 04:57:20.000,1
Peter.menard,Sakilacustomer.org,341,1,PETER,MENARD,PETER.MENARD@sakilacustomer.org,346,true,2006-02-14,2006-02-15 04:57:20.000,1
Harold.martino,Sakilacustomer.org,342,1,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,347,true,2006-02-14,2006-02-15 04:57:20.000,1
Douglas.graf,Sakilacustomer.org,343,1,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,true,2006-02-14,2006-02-15 04:57:20.000,1
Henry.billingsley,Sakilacustomer.org,344,1,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,349,true,2006-02-14,2006-02-15 04:57:20.000,1
Carl.artis,Sakilacustomer.org,345,1,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,350,true,2006-02-14,2006-02-15 04:57:20.000,1
Arthur.simpkins,Sakilacustomer.org,346,1,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,true,2006-02-14,2006-02-15 04:57:20.000,1
Ryan.salisbury,Sakilacustomer.org,347,2,RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,352,true,2006-02-14,2006-02-15 04:57:20.000,1
Roger.quintanilla,Sakilacustomer.org,348,2,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,true,2006-02-14,2006-02-15 04:57:20.000,1
Joe.gilliland,Sakilacustomer.org,349,2,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,354,true,2006-02-14,2006-02-15 04:57:20.000,1
Juan.fraley,Sakilacustomer.org,350,1,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,355,true,2006-02-14,2006-02-15 04:57:20.000,1
Jack.foust,Sakilacustomer.org,351,1,JACK,FOUST,JACK.FOUST@sakilacustomer.org,356,true,2006-02-14,2006-02-15 04:57:20.000,1
Albert.crouse,Sakilacustomer.org,352,1,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,357,true,2006-02-14,2006-02-15 04:57:20.000,1
Jonathan.scarborough,Sakilacustomer.org,353,1,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,358,true,2006-02-14,2006-02-15 04:57:20.000,1
Justin.ngo,Sakilacustomer.org,354,2,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,359,true,2006-02-14,2006-02-15 04:57:20.000,1
Terry.grissom,Sakilacustomer.org,355,2,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,360,true,2006-02-14,2006-02-15 04:57:20.000,1
Gerald.fultz,Sakilacustomer.org,356,2,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,361,true,2006-02-14,2006-02-15 04:57:20.000,1
Keith.rico,Sakilacustomer.org,357,1,KEITH,RICO,KEITH.RICO@sakilacustomer.org,362,true,2006-02-14,2006-02-15 04:57:20.000,1
Samuel.marlow,Sakilacustomer.org,358,2,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,363,true,2006-02-14,2006-02-15 04:57:20.000,1
Willie.markham,Sakilacustomer.org,359,2,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,364,true,2006-02-14,2006-02-15 04:57:20.000,1
Ralph.madrigal,Sakilacustomer.org,360,2,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,365,true,2006-02-14,2006-02-15 04:57:20.000,1
Lawrence.lawton,Sakilacustomer.org,361,2,LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,366,true,2006-02-14,2006-02-15 04:57:20.000,1
Nicholas.barfield,Sakilacustomer.org,362,1,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,367,true,2006-02-14,2006-02-15 04:57:20.000,1
Roy.whiting,Sakilacustomer.org,363,2,ROY,WHITING,ROY.WHITING@sakilacustomer.org,368,true,2006-02-14,2006-02-15 04:57:20.000,1
Benjamin.varney,Sakilacustomer.org,364,1,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,369,true,2006-02-14,2006-02-15 04:57:20.000,1
Bruce.schwarz,Sakilacustomer.org,365,2,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,370,true,2006-02-14,2006-02-15 04:57:20.000,1
Brandon.huey,Sakilacustomer.org,366,1,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,371,true,2006-02-14,2006-02-15 04:57:20.000,1
Adam.gooch,Sakilacustomer.org,367,1,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,372,true,2006-02-14,2006-02-15 04:57:20.000,1
Harry.arce,Sakilacustomer.org,368,1,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,373,true,2006-02-14,2006-02-15 04:57:20.000,0
Fred.wheat,Sakilacustomer.org,369,2,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,374,true,2006-02-14,2006-02-15 04:57:20.000,1
Wayne.truong,Sakilacustomer.org,370,2,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,375,true,2006-02-14,2006-02-15 04:57:20.000,1
Billy.poulin,Sakilacustomer.org,371,1,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,376,true,2006-02-14,2006-02-15 04:57:20.000,1
Steve.mackenzie,Sakilacustomer.org,372,2,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,377,true,2006-02-14,2006-02-15 04:57:20.000,1
Louis.leone,Sakilacustomer.org,373,1,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,378,true,2006-02-14,2006-02-15 04:57:20.000,1
Jeremy.hurtado,Sakilacustomer.org,374,2,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,379,true,2006-02-14,2006-02-15 04:57:20.000,1
Aaron.selby,Sakilacustomer.org,375,2,AARON,SELBY,AARON.SELBY@sakilacustomer.org,380,true,2006-02-14,2006-02-15 04:57:20.000,1
Randy.gaither,Sakilacustomer.org,376,1,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,381,true,2006-02-14,2006-02-15 04:57:20.000,1
Howard.fortner,Sakilacustomer.org,377,1,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,382,true,2006-02-14,2006-02-15 04:57:20.000,1
Eugene.culpepper,Sakilacustomer.org,378,1,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,383,true,2006-02-14,2006-02-15 04:57:20.000,1
Carlos.coughlin,Sakilacustomer.org,379,1,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,384,true,2006-02-14,2006-02-15 04:57:20.000,1
Russell.brinson,Sakilacustomer.org,380,1,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,385,true,2006-02-14,2006-02-15 04:57:20.000,1
Bobby.boudreau,Sakilacustomer.org,381,2,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,386,true,2006-02-14,2006-02-15 04:57:20.000,1
Victor.barkley,Sakilacustomer.org,382,2,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,387,true,2006-02-14,2006-02-15 04:57:20.000,1
Martin.bales,Sakilacustomer.org,383,1,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,388,true,2006-02-14,2006-02-15 04:57:20.000,1
Ernest.stepp,Sakilacustomer.org,384,2,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,389,true,2006-02-14,2006-02-15 04:57:20.000,1
Phillip.holm,Sakilacustomer.org,385,1,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,390,true,2006-02-14,2006-02-15 04:57:20.000,1
Todd.tan,Sakilacustomer.org,386,1,TODD,TAN,TODD.TAN@sakilacustomer.org,391,true,2006-02-14,2006-02-15 04:57:20.000,1
Jesse.schilling,Sakilacustomer.org,387,2,JESSE,SCHILLING,JESSE.SCHILLING@sakilacustomer.org,392,true,2006-02-14,2006-02-15 04:57:20.000,1
Craig.morrell,Sakilacustomer.org,388,2,CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,393,true,2006-02-14,2006-02-15 04:57:20.000,1
Alan.kahn,Sakilacustomer.org,389,1,ALAN,KAHN,ALAN.KAHN@sakilacustomer.org,394,true,2006-02-14,2006-02-15 04:57:20.000,1
Shawn.heaton,Sakilacustomer.org,390,1,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,395,true,2006-02-14,2006-02-15 04:57:20.000,1
Clarence.gamez,Sakilacustomer.org,391,1,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,396,true,2006-02-14,2006-02-15 04:57:20.000,1
Sean.douglass,Sakilacustomer.org,392,2,SEAN,DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,397,true,2006-02-14,2006-02-15 04:57:20.000,1
Philip.causey,Sakilacustomer.org,393,1,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,398,true,2006-02-14,2006-02-15 04:57:20.000,1
Chris.brothers,Sakilacustomer.org,394,2,CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,399,true,2006-02-14,2006-02-15 04:57:20.000,1
Johnny.turpin,Sakilacustomer.org,395,2,JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,400,true,2006-02-14,2006-02-15 04:57:20.000,1
Earl.shanks,Sakilacustomer.org,396,1,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,401,true,2006-02-14,2006-02-15 04:57:20.000,1
Jimmy.schrader,Sakilacustomer.org,397,1,JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,402,true,2006-02-14,2006-02-15 04:57:20.000,1
Antonio.meek,Sakilacustomer.org,398,1,ANTONIO,MEEK,ANTONIO.MEEK@sakilacustomer.org,403,true,2006-02-14,2006-02-15 04:57:20.000,1
Danny.isom,Sakilacustomer.org,399,1,DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,404,true,2006-02-14,2006-02-15 04:57:20.000,1
Bryan.hardison,Sakilacustomer.org,400,2,BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org,405,true,2006-02-14,2006-02-15 04:57:20.000,1
Tony.carranza,Sakilacustomer.org,401,2,TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,406,true,2006-02-14,2006-02-15 04:57:20.000,1
Luis.yanez,Sakilacustomer.org,402,1,LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,407,true,2006-02-14,2006-02-15 04:57:20.000,1
Mike.way,Sakilacustomer.org,403,1,MIKE,WAY,MIKE.WAY@sakilacustomer.org,408,true,2006-02-14,2006-02-15 04:57:20.000,1
Stanley.scroggins,Sakilacustomer.org,404,2,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,409,true,2006-02-14,2006-02-15 04:57:20.000,1
Leonard.schofield,Sakilacustomer.org,405,1,LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,410,true,2006-02-14,2006-02-15 04:57:20.000,1
Nathan.runyon,Sakilacustomer.org,406,1,NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org,411,true,2006-02-14,2006-02-15 04:57:20.000,0
Dale.ratcliff,Sakilacustomer.org,407,1,DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,412,true,2006-02-14,2006-02-15 04:57:20.000,1
Manuel.murrell,Sakilacustomer.org,408,1,MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,413,true,2006-02-14,2006-02-15 04:57:20.000,1
Rodney.moeller,Sakilacustomer.org,409,2,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,414,true,2006-02-14,2006-02-15 04:57:20.000,1
Curtis.irby,Sakilacustomer.org,410,2,CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,415,true,2006-02-14,2006-02-15 04:57:20.000,1
Norman.currier,Sakilacustomer.org,411,1,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,416,true,2006-02-14,2006-02-15 04:57:20.000,1
Allen.butterfield,Sakilacustomer.org,412,2,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,417,true,2006-02-14,2006-02-15 04:57:20.000,1
Marvin.yee,Sakilacustomer.org,413,2,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,418,true,2006-02-14,2006-02-15 04:57:20.000,1
Vincent.ralston,Sakilacustomer.org,414,1,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,419,true,2006-02-14,2006-02-15 04:57:20.000,1
Glenn.pullen,Sakilacustomer.org,415,1,GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,420,true,2006-02-14,2006-02-15 04:57:20.000,1
Jeffery.pinson,Sakilacustomer.org,416,2,JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org,421,true,2006-02-14,2006-02-15 04:57:20.000,1
Travis.estep,Sakilacustomer.org,417,1,TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,422,true,2006-02-14,2006-02-15 04:57:20.000,1
Jeff.east,Sakilacustomer.org,418,2,JEFF,EAST,JEFF.EAST@sakilacustomer.org,423,true,2006-02-14,2006-02-15 04:57:20.000,1
Chad.carbone,Sakilacustomer.org,419,1,CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,424,true,2006-02-14,2006-02-15 04:57:20.000,1
Jacob.lance,Sakilacustomer.org,420,1,JACOB,LANCE,JACOB.LANCE@sakilacustomer.org,425,true,2006-02-14,2006-02-15 04:57:20.000,1
Lee.hawks,Sakilacustomer.org,421,1,LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,426,true,2006-02-14,2006-02-15 04:57:20.000,1
Melvin.ellington,Sakilacustomer.org,422,1,MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,427,true,2006-02-14,2006-02-15 04:57:20.000,1
Alfred.casillas,Sakilacustomer.org,423,2,ALFRED,CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,428,true,2006-02-14,2006-02-15 04:57:20.000,1
Kyle.spurlock,Sakilacustomer.org,424,2,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,429,true,2006-02-14,2006-02-15 04:57:20.000,1
Francis.sikes,Sakilacustomer.org,425,2,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,430,true,2006-02-14,2006-02-15 04:57:20.000,1
Bradley.motley,Sakilacustomer.org,426,1,BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,431,true,2006-02-14,2006-02-15 04:57:20.000,1
Jesus.mccartney,Sakilacustomer.org,427,2,JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,432,true,2006-02-14,2006-02-15 04:57:20.000,1
Herbert.kruger,Sakilacustomer.org,428,2,HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org,433,true,2006-02-14,2006-02-15 04:57:20.000,1
Frederick.isbell,Sakilacustomer.org,429,2,FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,434,true,2006-02-14,2006-02-15 04:57:20.000,1
Ray.houle,Sakilacustomer.org,430,1,RAY,HOULE,RAY.HOULE@sakilacustomer.org,435,true,2006-02-14,2006-02-15 04:57:20.000,1
Joel.francisco,Sakilacustomer.org,431,2,JOEL,FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,436,true,2006-02-14,2006-02-15 04:57:20.000,1
Edwin.burk,Sakilacustomer.org,432,1,EDWIN,BURK,EDWIN.BURK@sakilacustomer.org,437,true,2006-02-14,2006-02-15 04:57:20.000,1
Don.bone,Sakilacustomer.org,433,1,DON,BONE,DON.BONE@sakilacustomer.org,438,true,2006-02-14,2006-02-15 04:57:20.000,1
Eddie.tomlin,Sakilacustomer.org,434,1,EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,439,true,2006-02-14,2006-02-15 04:57:20.000,1
Ricky.shelby,Sakilacustomer.org,435,2,RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org,440,true,2006-02-14,2006-02-15 04:57:20.000,1
Troy.quigley,Sakilacustomer.org,436,1,TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,441,true,2006-02-14,2006-02-15 04:57:20.000,1
Randall.neumann,Sakilacustomer.org,437,2,RANDALL,NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,442,true,2006-02-14,2006-02-15 04:57:20.000,1
Barry.lovelace,Sakilacustomer.org,438,1,BARRY,LOVELACE,BARRY.LOVELACE@sakilacustomer.org,443,true,2006-02-14,2006-02-15 04:57:20.000,1
Alexander.fennell,Sakilacustomer.org,439,2,ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,444,true,2006-02-14,2006-02-15 04:57:20.000,1
Bernard.colby,Sakilacustomer.org,440,1,BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org,445,true,2006-02-14,2006-02-15 04:57:20.000,1
Mario.cheatham,Sakilacustomer.org,441,1,MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,446,true,2006-02-14,2006-02-15 04:57:20.000,1
Leroy.bustamante,Sakilacustomer.org,442,1,LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,447,true,2006-02-14,2006-02-15 04:57:20.000,1
Francisco.skidmore,Sakilacustomer.org,443,2,FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,448,true,2006-02-14,2006-02-15 04:57:20.000,1
Marcus.hidalgo,Sakilacustomer.org,444,2,MARCUS,HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,449,true,2006-02-14,2006-02-15 04:57:20.000,1
Micheal.forman,Sakilacustomer.org,445,1,MICHEAL,FORMAN,MICHEAL.FORMAN@sakilacustomer.org,450,true,2006-02-14,2006-02-15 04:57:20.000,1
Theodore.culp,Sakilacustomer.org,446,2,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,451,true,2006-02-14,2006-02-15 04:57:20.000,0
Clifford.bowens,Sakilacustomer.org,447,1,CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,452,true,2006-02-14,2006-02-15 04:57:20.000,1
Miguel.betancourt,Sakilacustomer.org,448,1,MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,453,true,2006-02-14,2006-02-15 04:57:20.000,1
Oscar.aquino,Sakilacustomer.org,449,2,OSCAR,AQUINO,OSCAR.AQUINO@sakilacustomer.org,454,true,2006-02-14,2006-02-15 04:57:20.000,1
Jay.robb,Sakilacustomer.org,450,1,JAY,ROBB,JAY.ROBB@sakilacustomer.org,455,true,2006-02-14,2006-02-15 04:57:20.000,1
Jim.rea,Sakilacustomer.org,451,1,JIM,REA,JIM.REA@sakilacustomer.org,456,true,2006-02-14,2006-02-15 04:57:20.000,1
Tom.milner,Sakilacustomer.org,452,1,TOM,MILNER,TOM.MILNER@sakilacustomer.org,457,true,2006-02-14,2006-02-15 04:57:20.000,1
Calvin.martel,Sakilacustomer.org,453,1,CALVIN,MARTEL,CALVIN.MARTEL@sakilacustomer.org,458,true,2006-02-14,2006-02-15 04:57:20.000,1
Alex.gresham,Sakilacustomer.org,454,2,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,459,true,2006-02-14,2006-02-15 04:57:20.000,1
Jon.wiles,Sakilacustomer.org,455,2,JON,WILES,JON.WILES@sakilacustomer.org,460,true,2006-02-14,2006-02-15 04:57:20.000,1
Ronnie.ricketts,Sakilacustomer.org,456,2,RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,461,true,2006-02-14,2006-02-15 04:57:20.000,1
Bill.gavin,Sakilacustomer.org,457,2,BILL,GAVIN,BILL.GAVIN@sakilacustomer.org,462,true,2006-02-14,2006-02-15 04:57:20.000,1
Lloyd.dowd,Sakilacustomer.org,458,1,LLOYD,DOWD,LLOYD.DOWD@sakilacustomer.org,463,true,2006-02-14,2006-02-15 04:57:20.000,1
Tommy.collazo,Sakilacustomer.org,459,1,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,464,true,2006-02-14,2006-02-15 04:57:20.000,1
Leon.bostic,Sakilacustomer.org,460,1,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,465,true,2006-02-14,2006-02-15 04:57:20.000,1
Derek.blakely,Sakilacustomer.org,461,1,DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,466,true,2006-02-14,2006-02-15 04:57:20.000,1
Warren.sherrod,Sakilacustomer.org,462,2,WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,467,true,2006-02-14,2006-02-15 04:57:20.000,1
Darrell.power,Sakilacustomer.org,463,2,DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,468,true,2006-02-14,2006-02-15 04:57:20.000,1
Jerome.kenyon,Sakilacustomer.org,464,1,JEROME,KENYON,JEROME.KENYON@sakilacustomer.org,469,true,2006-02-14,2006-02-15 04:57:20.000,1
Floyd.gandy,Sakilacustomer.org,465,1,FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,470,true,2006-02-14,2006-02-15 04:57:20.000,1
Leo.ebert,Sakilacustomer.org,466,1,LEO,EBERT,LEO.EBERT@sakilacustomer.org,471,true,2006-02-14,2006-02-15 04:57:20.000,1
Alvin.deloach,Sakilacustomer.org,467,2,ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,472,true,2006-02-14,2006-02-15 04:57:20.000,1
Tim.cary,Sakilacustomer.org,468,1,TIM,CARY,TIM.CARY@sakilacustomer.org,473,true,2006-02-14,2006-02-15 04:57:20.000,1
Wesley.bull,Sakilacustomer.org,469,2,WESLEY,BULL,WESLEY.BULL@sakilacustomer.org,474,true,2006-02-14,2006-02-15 04:57:20.000,1
Gordon.allard,Sakilacustomer.org,470,1,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,475,true,2006-02-14,2006-02-15 04:57:20.000,1
Dean.sauer,Sakilacustomer.org,471,1,DEAN,SAUER,DEAN.SAUER@sakilacustomer.org,476,true,2006-02-14,2006-02-15 04:57:20.000,1
Greg.robins,Sakilacustomer.org,472,1,GREG,ROBINS,GREG.ROBINS@sakilacustomer.org,477,true,2006-02-14,2006-02-15 04:57:20.000,1
Jorge.olivares,Sakilacustomer.org,473,2,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,478,true,2006-02-14,2006-02-15 04:57:20.000,1
Dustin.gillette,Sakilacustomer.org,474,2,DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,479,true,2006-02-14,2006-02-15 04:57:20.000,1
Pedro.chestnut,Sakilacustomer.org,475,2,PEDRO,CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,480,true,2006-02-14,2006-02-15 04:57:20.000,1
Derrick.bourque,Sakilacustomer.org,476,1,DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,481,true,2006-02-14,2006-02-15 04:57:20.000,1
Dan.paine,Sakilacustomer.org,477,1,DAN,PAINE,DAN.PAINE@sakilacustomer.org,482,true,2006-02-14,2006-02-15 04:57:20.000,1
Lewis.lyman,Sakilacustomer.org,478,1,LEWIS,LYMAN,LEWIS.LYMAN@sakilacustomer.org,483,true,2006-02-14,2006-02-15 04:57:20.000,1
Zachary.hite,Sakilacustomer.org,479,1,ZACHARY,HITE,ZACHARY.HITE@sakilacustomer.org,484,true,2006-02-14,2006-02-15 04:57:20.000,1
Corey.hauser,Sakilacustomer.org,480,1,COREY,HAUSER,COREY.HAUSER@sakilacustomer.org,485,true,2006-02-14,2006-02-15 04:57:20.000,1
Herman.devore,Sakilacustomer.org,481,1,HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,486,true,2006-02-14,2006-02-15 04:57:20.000,1
Maurice.crawley,Sakilacustomer.org,482,1,MAURICE,CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,487,true,2006-02-14,2006-02-15 04:57:20.000,0
Vernon.chapa,Sakilacustomer.org,483,2,VERNON,CHAPA,VERNON.CHAPA@sakilacustomer.org,488,true,2006-02-14,2006-02-15 04:57:20.000,1
Roberto.vu,Sakilacustomer.org,484,1,ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,489,true,2006-02-14,2006-02-15 04:57:20.000,1
Clyde.tobias,Sakilacustomer.org,485,1,CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,490,true,2006-02-14,2006-02-15 04:57:20.000,1
Glen.talbert,Sakilacustomer.org,486,1,GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org,491,true,2006-02-14,2006-02-15 04:57:20.000,1
Hector.poindexter,Sakilacustomer.org,487,2,HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,492,true,2006-02-14,2006-02-15 04:57:20.000,1
Shane.millard,Sakilacustomer.org,488,2,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,493,true,2006-02-14,2006-02-15 04:57:20.000,1
Ricardo.meador,Sakilacustomer.org,489,1,RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org,494,true,2006-02-14,2006-02-15 04:57:20.000,1
Sam.mcduffie,Sakilacustomer.org,490,1,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,495,true,2006-02-14,2006-02-15 04:57:20.000,1
